Cricinfo_id,AWARDS,awards_telugu
230193,nan,
8151,nan,
381329,nan,
8256,['Tasmania First-Class Career Span: 1977-88'],తస్మానియా ఫస్ట్-క్లాస్ క్యారీర్ స్పాన్: 1977-88
8133,nan,
233680,nan,
8181,nan,
8244,nan,
8233,nan,
8448,nan,
8453,nan,
8457,"['Toured England with Young Australia 1995', 'Gloucestershire 1997']","టూరెడ్ ఇంగ్లాండ్ విథ్ యంగ్ ఆస్ట్రేలియా 1995,, గ్లౌసిటర్షిటీర్ 1997"
8449,nan,
8466,nan,nan
379504,nan,
8468,nan,
555853,nan,
943417,nan,
7697,['Australian Cricket Academy 1994'],ఆస్ట్రేలియన్ క్రికెట్ అకాడమీ 1994
1076722,nan,
7702,['One-Day International Player of the Year - 2005'],ఓన్-డే ఇంటర్నేషనల్ ప్లేయర్ ఆఫ్ ది ఇయర్ - 2005
7581,nan,
533042,nan,
747315,nan,
311592,nan,
7627,nan,
1071705,nan,
959827,nan,
7898,['ICC Emerging Player of the Year 2009'],ఐ.సీ.సీ. ఎమర్జింగ్ ప్లేయర్ ఆఫ్ ది ఇయర్ 2009
230194,nan,
7623,"['South Australia 1960-61 to 1965-66, Cavaliers tour to India & South Africa 1962-63, Australian tour to West Indies 1965']","సౌత్ ఆస్ట్రేలియా 1960-61 టు 1965-66, క్యావలీర్స్ టూర్ టు ఇండియా & సౌత్ ఆఫ్రికా 1962-63, ఆస్ట్రేలియన్ టూర్ టు వెస్ట్ ఇండీస్ 1965"
7594,nan,
7612,nan,
7677,nan,
7614,nan,
7619,['Wisden Cricketer of the Year 1965'],విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1965
267192,"['Allan Border Medal - 2015', 'Australian Test Player of the Year - 2015', 'Australian One-Day International Player of the Year - 2015', 'ICC Player of the Year - 2015', 'ICC Test Player of the Year - 2015']","అల్లన్ బోర్డర్ మ్యేడల్ - 2015,, ఆస్ట్రేలియన్ టెస్ట్ ప్లేయర్ ఆఫ్ ది ఇయర్ - 2015,, ఆస్ట్రేలియన్ ఓన్-డే ఇంటర్నేషనల్ ప్లేయర్ ఆఫ్ ది ఇయర్ - 2015,, ఐ.సీ.సీ. ప్లేయర్ ఆఫ్ ది ఇయర్ - 2015,, ఐ.సీ.సీ. టెస్ట్ ప్లేయర్ ఆఫ్ ది ఇయర్ - 2015"
7629,[' '],
7660,['Tasmania First-Class Career Span: 1983-91'],తస్మానియా ఫస్ట్-క్లాస్ క్యారీర్ స్పాన్: 1983-91
437669,['Bradman Young Cricketer of the Year - 2014'],బ్రద్మన్ యంగ్ క్రికెటర్ ఆఫ్ ది ఇయర్ - 2014
7631,nan,
7887,['Commonwealth Bank Cricket Academy 2002'],కామొన్వెల్త్ బ్యాంక్ క్రికెట్ అకాడమీ 2002
420314,nan,
308794,nan,
7585,['Australian Cricket Academy 1988'],ఆస్ట్రేలియన్ క్రికెట్ అకాడమీ 1988
7604,nan,
590326,nan,
325012,nan,
7564,nan,
541777,nan,
7597,nan,
261230,nan,
7656,nan,
605575,nan,
7743,"['Commonwealth Bank Cricket Academy 2002', 'Club: Wynnum-Manly']","కామొన్వెల్త్ బ్యాంక్ క్రికెట్ అకాడమీ 2002,, క్లబ్: విన్నం-మన్లీ"
308798,nan,
7630,nan,
7592,nan,
7691,nan,
7644,nan,
7663,['Australian Cricket Hall of Fame 1996'],ఆస్ట్రేలియన్ క్రికెట్ హాల్ ఆఫ్ ఫేమ్ 1996
53679,nan,
7698,nan,
826901,nan,
7732,"['Queensland Under-17s 1999/00 to 2000/01', 'Australia Under-17s 2000/01', 'Club: Souths, Mackay', 'Schools: Walkerston State School, Mercy College and St Patricks College, Mackay']","క్వీన్స్లాండ్ అండర్ -17స్ 1999/00 టు 2000/01,, ఆస్ట్రేలియా అండర్ -17స్ 2000/01,, క్లబ్: సౌత్స్, మాక్కయ్,, స్కూల్స్: వాల్కర్స్టన్ స్టేట్ స్కూల్, మర్సీ కాలేజ్ అండ్ సెయింట్ పాట్రిక్స్ కాలేజ్, మాక్కయ్"
53571,nan,
7666,['Wisden Cricketer of the Year 1973'],విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1973
53461,"['Club: Gordon', ""ICC Women's Cricketer of the Year 2006"", ""Women's International Cricketer of the Year - 2008""]","క్లబ్: గోర్డన్,, ఐ.సీ.సీ. వోమెన్'స్ క్రికెటర్ ఆఫ్ ది ఇయర్ 2006,, వోమెన్'స్ ఇంటర్నేషనల్ క్రికెటర్ ఆఫ్ ది ఇయర్ - 2008"
53609,nan,
499660,nan,
459508,nan,
7977,['Wisden Cricketer of the Year 1897'],విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1897
8000,"[' ', ' ', 'Australia Under-19s 1997/98 (', ' and ', ')']",",, ,, ఆస్ట్రేలియా అండర్ -19స్ 1997/98 (,, అండ్ ,, )"
7960,nan,
53576,nan,
8076,"['Bradman Young Cricketer of the Year - 2004', 'ICC Emerging Player of the Year 2007']","బ్రద్మన్ యంగ్ క్రికెటర్ ఆఫ్ ది ఇయర్ - 2004,, ఐ.సీ.సీ. ఎమర్జింగ్ ప్లేయర్ ఆఫ్ ది ఇయర్ 2007"
7952,nan,
7963,nan,
7934,nan,
7946,nan,
7959,nan,
553800,nan,
8002,"[' ', 'Australia Under-19s 1997/98 (', ' and ', ')']",",, ఆస్ట్రేలియా అండర్ -19స్ 1997/98 (,, అండ్ ,, )"
53573,nan,
7948,nan,
7968,['Wisden Cricketer of the Year 1955'],విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1955
7921,nan,
500268,nan,
315621,nan,
7924,['Wisden Cricketer of the Year 1990'],విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1990
7978,nan,
7980,"['Wisden Cricketer of the Year 1903', 'Australian Cricket Hall of Fame 1996']","విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1903,, ఆస్ట్రేలియన్ క్రికెట్ హాల్ ఆఫ్ ఫేమ్ 1996"
7990,['Wisden Cricketer of the Year 1889'],విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1889
7970,nan,
7926,nan,
7912,nan,
7913,['Wisden Cricketer of the Year 1949'],విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1949
7974,['Wisden Cricketer of the Year 1894'],విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1894
7944,nan,
8030,nan,
7989,nan,
8119,['Australian Domestic Player of the Year - 2016'],ఆస్ట్రేలియన్ డొమెస్టిక్ ప్లేయర్ ఆఫ్ ది ఇయర్ - 2016
8103,nan,
1071711,nan,
275442,nan,
333782,nan,
53578,nan,
605576,nan,
8105,"['Western Australia: 1983-84 to 1994-95, Coach 2001 to 2003. Club: Weston Creek.']","వెస్టర్న్ ఆస్ట్రేలియా: 1983-84 టు 1994-95, కోచ్ 2001 టు 2003. క్లబ్: వెస్టన్ క్రీక్."
6449,"[' ', ' ', 'Australia Under-19s ']",",, ,, ఆస్ట్రేలియా అండర్ -19స్"
6605,nan,
6647,nan,
6534,nan,
6607,"[' ', ' ', ' ', ' ', 'Test Player of the Year - 2001', 'Victoria 1985/86 and 2000/01 to 2001/02', 'South Australia 1988/89 to 1991/92', 'Tasmania 1992/93 to 1999/00', 'Netherlands 1998']",",, ,, ,, ,, టెస్ట్ ప్లేయర్ ఆఫ్ ది ఇయర్ - 2001,, విక్టోరియా 1985/86 అండ్ 2000/01 టు 2001/02,, సౌత్ ఆస్ట్రేలియా 1988/89 టు 1991/92,, తస్మానియా 1992/93 టు 1999/00,, నెథర్లాండ్స్ 1998"
6502,"['Wisden Cricketer of the Year 1982', 'Australian Cricket Hall of Fame 2005', 'ECB National Academy coach 2002-05', 'England selector 2003-05', 'Commonwealth Bank Cricket Academy coach 1990-2001']","విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1982,, ఆస్ట్రేలియన్ క్రికెట్ హాల్ ఆఫ్ ఫేమ్ 2005,, ఇ.సీ.బీ. నేషనల్ అకాడమీ కోచ్ 2002-05,, ఇంగ్లాండ్ సెలెక్టర్ 2003-05,, కామొన్వెల్త్ బ్యాంక్ క్రికెట్ అకాడమీ కోచ్ 1990-2001"
6551,['Wisden Cricketer of the Year 1986'],విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1986
6669,nan,
6549,['Tasmania First-Class Career Span: 1980-81'],తస్మానియా ఫస్ట్-క్లాస్ క్యారీర్ స్పాన్: 1980-81
53539,nan,
53544,nan,
6462,nan,
6509,nan,
6515,nan,
439288,nan,
603410,nan,
6477,nan,
6513,"['Wisden Cricketer of the Year 2002', 'Walter Lawrence Trophy 2003', 'Test Player of the Year - 2005']","విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 2002,, వాల్టర్ లారెన్స్ ట్రోఫీ 2003,, టెస్ట్ ప్లేయర్ ఆఫ్ ది ఇయర్ - 2005"
6555,['Wisden Cricketer of the Year 1922'],విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1922
6579,nan,
6658,nan,
6474,nan,
6457,['Tasmania First-Class Career Span: 1962-68'],తస్మానియా ఫస్ట్-క్లాస్ క్యారీర్ స్పాన్: 1962-68
53538,nan,
6554,nan,
232289,nan,
500276,nan,
6460,nan,
6622,nan,
53472,nan,
6497,"[' ', 'Western Australia Under-17s', ""Bradman Medal (Adelaide 'A' Grade) 1992/93 (playing for Sturt)"", 'South Australia Under-19s', 'South Australia 1993/94 - 1995/96', 'Commonwealth Bank Cricket Academy 1994', 'Leicestershire 2001', 'Schools: Christ Church Grammar School, Perth']",",, వెస్టర్న్ ఆస్ట్రేలియా అండర్ -17స్,, బ్రద్మన్ మ్యేడల్ (అదెలైదే 'అ' గ్రేడ్) 1992/93 (ప్లాయింగ్ ఫర్ స్టూర్ట్),, సౌత్ ఆస్ట్రేలియా అండర్ -19స్,, సౌత్ ఆస్ట్రేలియా 1993/94 - 1995/96,, కామొన్వెల్త్ బ్యాంక్ క్రికెట్ అకాడమీ 1994,, లీసెస్టర్షైర్ 2001,, స్కూల్స్: క్రిస్ట్ చర్చ్ గ్రామర్ స్కూల్, పేర్త్"
6434,['Wisden Cricketer of the Year 1922'],విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1922
6441,nan,
6453,nan,
333780,nan,
6547,nan,
6565,"['Wisden Cricketer of the Year 1998', 'Wisden Australia Cricketer of the Year 1999', 'Allan Border Medal 2000', 'Test Player of the Year - 2000', 'One-Day International Player of the Year - 2001', 'Wisden Australia Cricketer of the Year 2005-06', 'Member of the Order of Australia, Jan 2008']","విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1998,, విస్డెన్ ఆస్ట్రేలియా క్రికెటర్ ఆఫ్ ది ఇయర్ 1999,, అల్లన్ బోర్డర్ మ్యేడల్ 2000,, టెస్ట్ ప్లేయర్ ఆఫ్ ది ఇయర్ - 2000,, ఓన్-డే ఇంటర్నేషనల్ ప్లేయర్ ఆఫ్ ది ఇయర్ - 2001,, విస్డెన్ ఆస్ట్రేలియా క్రికెటర్ ఆఫ్ ది ఇయర్ 2005-06,, మెంబర్ ఆఫ్ ది ఆర్డర్ ఆఫ్ ఆస్ట్రేలియా, జనవరి 2008"
6584,nan,
326639,nan,
6585,nan,
6465,nan,
6518,['Wisden Cricketer of the Year 1973'],విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1973
6615,['Australia Under-19s '],ఆస్ట్రేలియా అండర్ -19స్
961713,nan,
261355,nan,
6598,nan,
6525,nan,
6665,[' '],
6685,nan,
6639,nan,
6576,['Wisden Cricketer of the Year 1965'],విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1965
53444,['Club (from Jan 2001): Bankstown (NSW)'],క్లబ్ (ఫ్రామ్ జనవరి 2001): బాంక్స్టౌన్ (న్స్వ్)
6545,nan,
6581,nan,
6903,['Australian One-Day International Player of the Year - 2013'],ఆస్ట్రేలియన్ ఓన్-డే ఇంటర్నేషనల్ ప్లేయర్ ఆఫ్ ది ఇయర్ - 2013
6530,nan,
381258,nan,
6586,nan,
6527,nan,
6844,nan,
533043,nan,
6536,nan,
53448,['Club: Bankstown'],క్లబ్: బాంక్స్టౌన్
6654,nan,
6683,nan,
6517,nan,
944373,nan,
272450,nan,
6591,['Tasmania First-Class Career Span: 1989-92'],తస్మానియా ఫస్ట్-క్లాస్ క్యారీర్ స్పాన్: 1989-92
53534,nan,
6445,nan,
6531,nan,
6553,['Australia Under-19s '],ఆస్ట్రేలియా అండర్ -19స్
333810,nan,
6612,"['Wisden Cricketer of the Year 1954', 'Awarded the MBE in Jan 1956', 'Australian Cricket Hall of Fame 1996']","విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1954,, అవార్డెడ్ ది ఎం.బీ.ఇ. ఇన్ జనవరి 1956,, ఆస్ట్రేలియన్ క్రికెట్ హాల్ ఆఫ్ ఫేమ్ 1996"
779937,nan,
53616,['Club: Berala'],క్లబ్: బెరలా
6523,nan,
6596,nan,
6644,"['Wisden Cricketer of the Year 1949', 'Australian Cricket Hall of Fame 2001']","విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1949,, ఆస్ట్రేలియన్ క్రికెట్ హాల్ ఆఫ్ ఫేమ్ 2001"
53446,nan,
6625,"['Father of ', ' (Australian team fitness advisor)']","ఫతర్ ఆఫ్ ,, (ఆస్ట్రేలియన్ టీమ్ ఫిట్నేస్ అద్విసోర్)"
6573,nan,
6713,nan,
6467,nan,
6480,"[' ', ' ', 'Commonwealth Bank Cricket Academy 1998']",",, ,, కామొన్వెల్త్ బ్యాంక్ క్రికెట్ అకాడమీ 1998"
6557,nan,
381311,nan,
325026,"['Australian Twenty20 International Player of the Year - 2015', 'Australian ODI Player of the Year - 2016']","ఆస్ట్రేలియన్ ట్వెంటి20 ఇంటర్నేషనల్ ప్లేయర్ ఆఫ్ ది ఇయర్ - 2015,, ఆస్ట్రేలియన్ ఓ.డి.ఐ. ప్లేయర్ ఆఫ్ ది ఇయర్ - 2016"
6472,nan,
6546,nan,
6499,nan,
6633,"[' ', ' ', 'Berkshire 2001', 'Derbyshire 2004']",",, ,, బెర్క్షిర్ 2001,, డెర్బీషైర్ 2004"
53532,nan,
785323,nan,
6617,nan,
6492,nan,
6628,"['Walter Lawrence Trophy 1990', 'Wisden Cricketer of the Year 2000']","వాల్టర్ లారెన్స్ ట్రోఫీ 1990,, విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 2000"
6452,nan,
6540,"['Wisden Cricketer of the Year 1935', 'Australian Cricket Hall of Fame 2002']","విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1935,, ఆస్ట్రేలియన్ క్రికెట్ హాల్ ఆఫ్ ఫేమ్ 2002"
6626,nan,
6933,nan,
713195,nan,
376169,nan,
6981,nan,
53613,"[""Women's International Cricketer of the Year - 2009,2010,2011"", ""ICC Women's Cricketer of the Year - 2010"", 'Belinda Clark Award - 2012']","వోమెన్'స్ ఇంటర్నేషనల్ క్రికెటర్ ఆఫ్ ది ఇయర్ - 2009,2010,2011,, ఐ.సీ.సీ. వోమెన్'స్ క్రికెటర్ ఆఫ్ ది ఇయర్ - 2010,, బెలిందా క్లార్క్ అవర్డ్ - 2012"
6913,"['Australia Under-19s to Pakistan 1996-97', ' ', ' ']","ఆస్ట్రేలియా అండర్ -19స్ టు పాకిస్తాన్ 1996-97,, ,,"
6938,['State Player of the Year Award - 2008'],స్టేట్ ప్లేయర్ ఆఫ్ ది ఇయర్ అవర్డ్ - 2008
6943,nan,
6944,nan,
6925,"[' ', ' ', 'Commonwealth Bank Cricket Academy 1994 to 1995']",",, ,, కామొన్వెల్త్ బ్యాంక్ క్రికెట్ అకాడమీ 1994 టు 1995"
6969,['Club: Western Suburbs'],క్లబ్: వెస్టర్న్ సబుర్బ్స్
6915,['Tasmania First-Class Career Span: 1929-32'],తస్మానియా ఫస్ట్-క్లాస్ క్యారీర్ స్పాన్: 1929-32
6911,nan,
901157,nan,
6973,nan,
6936,['Wisden Cricketer of the Year 1900'],విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1900
7020,"['Wisden Cricketer of the Year 1935', 'Australian Cricket Hall of Fame 1996']","విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1935,, ఆస్ట్రేలియన్ క్రికెట్ హాల్ ఆఫ్ ఫేమ్ 1996"
6996,nan,
6989,nan,
275483,nan,
7015,['Wisden Cricketer of the Year 1962'],విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1962
7002,nan,
7009,"['Commonwealth Bank Cricket Academy 1998', 'Australia Under-19s ', ' to ']","కామొన్వెల్త్ బ్యాంక్ క్రికెట్ అకాడమీ 1998,, ఆస్ట్రేలియా అండర్ -19స్ ,, తో"
7025,nan,
7003,['Wisden Cricketer of the Year 1927'],విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1927
6992,nan,
334388,nan,
7069,nan,
7023,nan,
53550,nan,
6995,nan,
7262,nan,
53559,nan,
7241,nan,
7099,nan,
53455,nan,
444970,nan,
7115,[' '],
7116,nan,
272465,nan,
53664,nan,
7173,"['Commonwealth Bank Cricket Academy 2002', 'Club: University of Queensland']","కామొన్వెల్త్ బ్యాంక్ క్రికెట్ అకాడమీ 2002,, క్లబ్: యూనివర్సిటీ ఆఫ్ క్వీన్స్లాండ్"
7271,nan,
53633,nan,
7071,nan,
1076721,nan,
501012,nan,
53557,nan,
7133,"['ICC Player of the Year - 2006,2007', 'ICC Test Player of the Year - 2003, 2004, 2006', 'One-Day International Player of the Year - 2002', 'Allan Border Medal - 2004, 2006, 2007, 2009', 'Wisden Cricketer of the Year - 2006', 'Cricinfo Player of the Decade - 2000-09']","ఐ.సీ.సీ. ప్లేయర్ ఆఫ్ ది ఇయర్ - 2006,2007,, ఐ.సీ.సీ. టెస్ట్ ప్లేయర్ ఆఫ్ ది ఇయర్ - 2003, 2004, 2006,, ఓన్-డే ఇంటర్నేషనల్ ప్లేయర్ ఆఫ్ ది ఇయర్ - 2002,, అల్లన్ బోర్డర్ మ్యేడల్ - 2004, 2006, 2007, 2009,, విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ - 2006,, క్రిసిన్ఫో ప్లేయర్ ఆఫ్ ది డెకాడ్ - 2000-09"
7252,nan,
232284,['Bradman Young Cricketer of the Year - 2008'],బ్రద్మన్ యంగ్ క్రికెటర్ ఆఫ్ ది ఇయర్ - 2008
7073,['Australian Cricket Academy 1988'],ఆస్ట్రేలియన్ క్రికెట్ అకాడమీ 1988
772365,nan,
7131,"['Wisden Cricketer of the Year 1935', 'Australian Cricket Hall of Fame 1996']","విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1935,, ఆస్ట్రేలియన్ క్రికెట్ హాల్ ఆఫ్ ఫేమ్ 1996"
977451,nan,
7161,nan,
7106,"['Australian Cricket Academy 1995', 'Club: Northern Suburbs']","ఆస్ట్రేలియన్ క్రికెట్ అకాడమీ 1995,, క్లబ్: నార్తర్న్ సబుర్బ్స్"
275487,['Belinda Clark Award - 2016'],బెలిందా క్లార్క్ అవర్డ్ - 2016
505110,nan,
7135,nan,
7143,['Australian Cricket Academy 1988'],ఆస్ట్రేలియన్ క్రికెట్ అకాడమీ 1988
7117,nan,
7079,nan,
1124282,nan,
7256,"[' ', 'Commonwealth Bank Cricket Academy 2002']",",, కామొన్వెల్త్ బ్యాంక్ క్రికెట్ అకాడమీ 2002"
7083,nan,
211854,['Domestic Player of the Year - 2012'],డొమెస్టిక్ ప్లేయర్ ఆఫ్ ది ఇయర్ - 2012
7367,nan,
272262,nan,
7360,"['New Zealand coach 1996-1999', 'New South Wales coach 1989/90-1994/95, 2000/01-2003-04', 'Surrey coach 2004-2006']","న్యూ జీలాండ్ కోచ్ 1996-1999,, న్యూ సౌత్ వాల్స్ కోచ్ 1989/90-1994/95, 2000/01-2003-04,, సర్రే కోచ్ 2004-2006"
7308,['Wisden Cricketer of the Year 1910'],విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1910
722303,nan,
53458,"[""Women's International Cricketer of the Year - 2002, 2003, 2005, 2006"", ""ICC Women's Player of the Year 2006""]","వోమెన్'స్ ఇంటర్నేషనల్ క్రికెటర్ ఆఫ్ ది ఇయర్ - 2002, 2003, 2005, 2006,, ఐ.సీ.సీ. వోమెన్'స్ ప్లేయర్ ఆఫ్ ది ఇయర్ 2006"
602570,nan,
7328,nan,
7358,nan,
7528,['Commonwealth Bank Cricket Academy 2002'],కామొన్వెల్త్ బ్యాంక్ క్రికెట్ అకాడమీ 2002
333872,nan,
7315,nan,
7416,nan,
7386,"[' ', 'Commonwealth Bank Cricket Academy 1999 to 2000', 'Australia Under-19s ', ' to ']",",, కామొన్వెల్త్ బ్యాంక్ క్రికెట్ అకాడమీ 1999 టు 2000,, ఆస్ట్రేలియా అండర్ -19స్ ,, తో"
7368,['Australian Cricket Academy 1991'],ఆస్ట్రేలియన్ క్రికెట్ అకాడమీ 1991
7305,nan,
53564,nan,
7366,nan,
7346,nan,
774223,nan,
288285,nan,
7395,nan,
7529,nan,
53563,nan,
7443,['Club: Sandgate-Redcliffe'],క్లబ్: సంద్గతే-రెడ్కలిఫ్‌లైఫ్
7357,nan,
53560,nan,
7377,nan,
7411,nan,
7362,"['Australia Under-19s ', 'Commonwealth Bank Cricket Academy 1995']","ఆస్ట్రేలియా అండర్ -19స్ ,, కామొన్వెల్త్ బ్యాంక్ క్రికెట్ అకాడమీ 1995"
7302,nan,
311801,nan,
7388,nan,
7314,nan,
7376,nan,
7326,nan,
7319,nan,
7545,nan,
333624,['Bradman Young Cricketer of the Year - 2016'],బ్రద్మన్ యంగ్ క్రికెటర్ ఆఫ్ ది ఇయర్ - 2016
627627,nan,
7334,nan,
7350,['Commonwealth Bank Cricket Academy 1995'],కామొన్వెల్త్ బ్యాంక్ క్రికెట్ అకాడమీ 1995
7510,nan,
7547,nan,
5696,"[""Victoria's coach 2002-03 to 2003-04"", 'Information on the David Hookes Foundation is available ']","విక్టోరియా'స్ కోచ్ 2002-03 టు 2003-04,, ఇన్ఫర్మాష్మేషన్ ఆన్ ది దావిద్ హోక్స్ ఫౌండేషన్ ఇస్ అవైలాబ్లె"
53608,nan,
772361,nan,
53506,nan,
5597,"['Walter Lawrence Trophy 2001', 'Wisden Cricketer of the Year 2004']","వాల్టర్ లారెన్స్ ట్రోఫీ 2001,, విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 2004"
53507,nan,
5685,nan,
5611,nan,
268889,nan,
5690,nan,
1124283,nan,
774217,nan,
5607,"['Wisden Cricketer of the Year 1949', 'Australian Cricket Hall of Fame 2003']","విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1949,, ఆస్ట్రేలియన్ క్రికెట్ హాల్ ఆఫ్ ఫేమ్ 2003"
5941,['Commonwealth Bank Cricket Academy 2002'],కామొన్వెల్త్ బ్యాంక్ క్రికెట్ అకాడమీ 2002
5674,nan,
5733,nan,
275658,nan,
5663,nan,
5689,nan,
5656,nan,
266215,nan,
5919,nan,
5569,nan,
5779,['Commonwealth Bank Cricket Academy 2002'],కామొన్వెల్త్ బ్యాంక్ క్రికెట్ అకాడమీ 2002
5679,nan,
5560,nan,
1076382,nan,
5706,nan,
5742,nan,
5688,"['Member of the Order of Australia, Jan 2010']","మెంబర్ ఆఫ్ ది ఆర్డర్ ఆఫ్ ఆస్ట్రేలియా, జనవరి 2010"
5600,nan,
5681,nan,
5669,nan,
5637,nan,
5966,nan,
53674,nan,
5648,nan,
5703,nan,
5662,"['Wisden Cricketer of the Year 1900', 'Australian Cricket Hall of Fame 2005']","విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1900,, ఆస్ట్రేలియన్ క్రికెట్ హాల్ ఆఫ్ ఫేమ్ 2005"
5702,"[' ', ' ', 'Australia Under-19s ', 'Commonwealth Bank Cricket Academy 1998']",",, ,, ఆస్ట్రేలియా అండర్ -19స్ ,, కామొన్వెల్త్ బ్యాంక్ క్రికెట్ అకాడమీ 1998"
5646,"['Commonwealth Bank Cricket Academy 1995', ' ', ' ']","కామొన్వెల్త్ బ్యాంక్ క్రికెట్ అకాడమీ 1995,, ,,"
434813,nan,
5692,nan,
5716,nan,
53508,nan,
230368,nan,
288284,['ICC Emerging Cricketer of the Year - 2015'],ఐ.సీ.సీ. ఎమర్జింగ్ క్రికెటర్ ఆఫ్ ది ఇయర్ - 2015
530011,nan,
5629,nan,
5707,nan,
5652,nan,
5939,['One-Day International Player of the Year - 2006'],ఓన్-డే ఇంటర్నేషనల్ ప్లేయర్ ఆఫ్ ది ఇయర్ - 2006
5628,['Wisden Cricketer of the Year 1994'],విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1994
5605,nan,
5565,nan,
5724,['Wisden Cricketer of the Year 1981'],విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1981
5603,"['Wisden Cricketer of the Year 1954', 'Australian Cricket Hall of Fame 2000']","విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1954,, ఆస్ట్రేలియన్ క్రికెట్ హాల్ ఆఫ్ ఫేమ్ 2000"
275486,nan,
53510,nan,
381268,nan,
5732,nan,
228622,['Bradman Young Cricketer of the Year - 2010'],బ్రద్మన్ యంగ్ క్రికెటర్ ఆఫ్ ది ఇయర్ - 2010
5579,['Australian Cricket Academy 1990'],ఆస్ట్రేలియన్ క్రికెట్ అకాడమీ 1990
5591,nan,
5593,['Bradman Young Cricketer of the Year - 2003'],బ్రద్మన్ యంగ్ క్రికెటర్ ఆఫ్ ది ఇయర్ - 2003
5587,['Australian Cricket Academy 1994-1995'],ఆస్ట్రేలియన్ క్రికెట్ అకాడమీ 1994-1995
5670,nan,
53505,nan,
5599,nan,
5730,nan,
1191384,nan,
53432,['Club: Balmain'],క్లబ్: బల్మైన్
826679,nan,
5622,nan,
307494,nan,
324940,nan,
317930,nan,
5583,['Australia Under-19s '],ఆస్ట్రేలియా అండర్ -19స్
5649,nan,
571761,nan,
5961,nan,
5726,['Wisden Cricketer of the Year 1994'],విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1994
272364,"['Bradman Young Cricketer of the Year - 2009', 'Australian Domestic Player of the Year - 2013']","బ్రద్మన్ యంగ్ క్రికెటర్ ఆఫ్ ది ఇయర్ - 2009,, ఆస్ట్రేలియన్ డొమెస్టిక్ ప్లేయర్ ఆఫ్ ది ఇయర్ - 2013"
901155,nan,
334337,nan,
5616,"['Allan Border Medal - 2002', 'Test Player of the Year - 2002', 'Wisden Cricketer of the Year 2003', 'ICC One-Day Player of the Year 2007', 'One-Day International Player of the Year - 2008', 'Member of the Order of Australia, Jan 2010']","అల్లన్ బోర్డర్ మ్యేడల్ - 2002,, టెస్ట్ ప్లేయర్ ఆఫ్ ది ఇయర్ - 2002,, విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 2003,, ఐ.సీ.సీ. ఓన్-డే ప్లేయర్ ఆఫ్ ది ఇయర్ 2007,, ఓన్-డే ఇంటర్నేషనల్ ప్లేయర్ ఆఫ్ ది ఇయర్ - 2008,, మెంబర్ ఆఫ్ ది ఆర్డర్ ఆఫ్ ఆస్ట్రేలియా, జనవరి 2010"
5766,['Twenty20 Player of the Year - 2011'],ట్వెంటి20 ప్లేయర్ ఆఫ్ ది ఇయర్ - 2011
5705,nan,
